name,duration_ms,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature
Hot Blooded,268693,1,0.705,0.806,0,-4.83,1,0.0814,0.229,0.0,0.0676,0.763,117.945,audio_features,6xMHglHoafdDFGXS6qfwSH,spotify:track:6xMHglHoafdDFGXS6qfwSH,https://api.spotify.com/v1/tracks/6xMHglHoafdDFGXS6qfwSH,https://api.spotify.com/v1/audio-analysis/6xMHglHoafdDFGXS6qfwSH,4
Hard to Say I'm Sorry / Get Away - 2009 Remaster,304813,5,0.391,0.571,11,-7.114,1,0.0341,0.0512,0.000739,0.244,0.228,144.678,audio_features,5zpYTfWIuNXCFblRIescG1,spotify:track:5zpYTfWIuNXCFblRIescG1,https://api.spotify.com/v1/tracks/5zpYTfWIuNXCFblRIescG1,https://api.spotify.com/v1/audio-analysis/5zpYTfWIuNXCFblRIescG1,4
Hard Habit to Break - 2006 Remaster,283733,3,0.584,0.612,2,-5.833,1,0.0283,0.448,0.0,0.171,0.402,81.182,audio_features,3Tows9RnoAq9CmMJaII2cO,spotify:track:3Tows9RnoAq9CmMJaII2cO,https://api.spotify.com/v1/tracks/3Tows9RnoAq9CmMJaII2cO,https://api.spotify.com/v1/audio-analysis/3Tows9RnoAq9CmMJaII2cO,4
The Winner Takes It All,294733,2,0.457,0.785,6,-6.783,1,0.0383,0.548,0.000781,0.082,0.522,126.947,audio_features,2HeTmGTjl870ucJ8mF7zl5,spotify:track:2HeTmGTjl870ucJ8mF7zl5,https://api.spotify.com/v1/tracks/2HeTmGTjl870ucJ8mF7zl5,https://api.spotify.com/v1/audio-analysis/2HeTmGTjl870ucJ8mF7zl5,4
Burnin' for You,271000,2,0.532,0.728,9,-9.079,0,0.0352,0.106,0.0108,0.0849,0.69,134.303,audio_features,3fkPMWQ6cBNBLuFcPyMS8s,spotify:track:3fkPMWQ6cBNBLuFcPyMS8s,https://api.spotify.com/v1/tracks/3fkPMWQ6cBNBLuFcPyMS8s,https://api.spotify.com/v1/audio-analysis/3fkPMWQ6cBNBLuFcPyMS8s,4
For the First Time,266040,13,0.535,0.468,8,-8.383,1,0.0274,0.578,0.000137,0.181,0.146,118.067,audio_features,4eZkofGcLV7H2JgTW2RWXf,spotify:track:4eZkofGcLV7H2JgTW2RWXf,https://api.spotify.com/v1/tracks/4eZkofGcLV7H2JgTW2RWXf,https://api.spotify.com/v1/audio-analysis/4eZkofGcLV7H2JgTW2RWXf,4
For the First Time,241667,2,0.671,0.248,10,-12.177,1,0.0322,0.797,9.9e-06,0.124,0.214,120.093,audio_features,1R9J6Lscr2ijqarEAAVNqx,spotify:track:1R9J6Lscr2ijqarEAAVNqx,https://api.spotify.com/v1/tracks/1R9J6Lscr2ijqarEAAVNqx,https://api.spotify.com/v1/audio-analysis/1R9J6Lscr2ijqarEAAVNqx,4
You Can't Hurry Love - 2016 Remaster,175747,5,0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,audio_features,4YwbSZaYeYja8Umyt222Qf,spotify:track:4YwbSZaYeYja8Umyt222Qf,https://api.spotify.com/v1/tracks/4YwbSZaYeYja8Umyt222Qf,https://api.spotify.com/v1/audio-analysis/4YwbSZaYeYja8Umyt222Qf,4
Ashes to Ashes - 2017 Remaster,266160,4,0.71,0.743,1,-10.553,1,0.0507,0.273,0.000406,0.258,0.866,120.277,audio_features,37CRPk0L5ZpfPeePEPwE0t,spotify:track:37CRPk0L5ZpfPeePEPwE0t,https://api.spotify.com/v1/tracks/37CRPk0L5ZpfPeePEPwE0t,https://api.spotify.com/v1/audio-analysis/37CRPk0L5ZpfPeePEPwE0t,4
Girls Just Want to Have Fun,238267,2,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,audio_features,4y1LsJpmMti1PfRQV9AWWe,spotify:track:4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,4
Tell Me Something Good,280040,2,0.724,0.404,1,-9.186,1,0.231,0.657,0.0,0.116,0.794,73.983,audio_features,0AECVMjxepWdsjDb49JFRd,spotify:track:0AECVMjxepWdsjDb49JFRd,https://api.spotify.com/v1/tracks/0AECVMjxepWdsjDb49JFRd,https://api.spotify.com/v1/audio-analysis/0AECVMjxepWdsjDb49JFRd,4
Lovely Day,254560,1,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,audio_features,0bRXwKfigvpKZUurwqAlEh,spotify:track:0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/tracks/0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/audio-analysis/0bRXwKfigvpKZUurwqAlEh,4
Fame - 2016 Remaster,261373,8,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,audio_features,1PehfITh0TTRx3LkDdV4h3,spotify:track:1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/tracks/1PehfITh0TTRx3LkDdV4h3,https://api.spotify.com/v1/audio-analysis/1PehfITh0TTRx3LkDdV4h3,4
Oliver's Army,179613,3,0.523,0.735,4,-9.199,1,0.0292,0.137,0.0,0.199,0.903,143.182,audio_features,1GIV1YzfuFzYAoUjwx3r7W,spotify:track:1GIV1YzfuFzYAoUjwx3r7W,https://api.spotify.com/v1/tracks/1GIV1YzfuFzYAoUjwx3r7W,https://api.spotify.com/v1/audio-analysis/1GIV1YzfuFzYAoUjwx3r7W,4
Town Called Malice,173320,10,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,audio_features,0gdmDP6xy3ZV7JNoHWAN9k,spotify:track:0gdmDP6xy3ZV7JNoHWAN9k,https://api.spotify.com/v1/tracks/0gdmDP6xy3ZV7JNoHWAN9k,https://api.spotify.com/v1/audio-analysis/0gdmDP6xy3ZV7JNoHWAN9k,4
That Was Yesterday,229053,2,0.431,0.683,8,-7.417,0,0.0293,0.0477,8.19e-06,0.213,0.506,114.877,audio_features,4nwUQZbmWMkYzKrXgWRIEw,spotify:track:4nwUQZbmWMkYzKrXgWRIEw,https://api.spotify.com/v1/tracks/4nwUQZbmWMkYzKrXgWRIEw,https://api.spotify.com/v1/audio-analysis/4nwUQZbmWMkYzKrXgWRIEw,4
Dancing Barefoot,256533,2,0.492,0.639,2,-9.944,1,0.0319,0.235,0.0,0.0738,0.792,115.519,audio_features,4kPSjEg8u1U4pg2dHHMmtf,spotify:track:4kPSjEg8u1U4pg2dHHMmtf,https://api.spotify.com/v1/tracks/4kPSjEg8u1U4pg2dHHMmtf,https://api.spotify.com/v1/audio-analysis/4kPSjEg8u1U4pg2dHHMmtf,4
Real Wild Child (Wild One),218307,1,0.59,0.851,4,-11.754,1,0.0297,0.0174,0.0975,0.154,0.968,146.213,audio_features,6ZAwEE4kTdtvyE66iRhFxR,spotify:track:6ZAwEE4kTdtvyE66iRhFxR,https://api.spotify.com/v1/tracks/6ZAwEE4kTdtvyE66iRhFxR,https://api.spotify.com/v1/audio-analysis/6ZAwEE4kTdtvyE66iRhFxR,4
Candy,253493,4,0.624,0.585,7,-10.812,1,0.03,0.0414,2.08e-05,0.0467,0.646,144.251,audio_features,6sFpmdsk4UDMcDWdy4T1Kc,spotify:track:6sFpmdsk4UDMcDWdy4T1Kc,https://api.spotify.com/v1/tracks/6sFpmdsk4UDMcDWdy4T1Kc,https://api.spotify.com/v1/audio-analysis/6sFpmdsk4UDMcDWdy4T1Kc,4
Last Summer Whisper,299680,2,0.732,0.488,4,-8.65,1,0.0446,0.222,0.000149,0.0383,0.61,78.512,audio_features,38LUbz74v3nmP8x0efElw2,spotify:track:38LUbz74v3nmP8x0efElw2,https://api.spotify.com/v1/tracks/38LUbz74v3nmP8x0efElw2,https://api.spotify.com/v1/audio-analysis/38LUbz74v3nmP8x0efElw2,4
4:00A.M.,336960,7,0.631,0.769,1,-6.918,1,0.0372,0.276,0.000375,0.0789,0.834,103.395,audio_features,2lV8YY0GQYXgtUWXM4NJ4X,spotify:track:2lV8YY0GQYXgtUWXM4NJ4X,https://api.spotify.com/v1/tracks/2lV8YY0GQYXgtUWXM4NJ4X,https://api.spotify.com/v1/audio-analysis/2lV8YY0GQYXgtUWXM4NJ4X,4
It Ain't Over 'Til It's Over,242640,4,0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,audio_features,6VnpKLtfNH4Dk09YSGPSyR,spotify:track:6VnpKLtfNH4Dk09YSGPSyR,https://api.spotify.com/v1/tracks/6VnpKLtfNH4Dk09YSGPSyR,https://api.spotify.com/v1/audio-analysis/6VnpKLtfNH4Dk09YSGPSyR,4
Right Back Where We Started From,192267,1,0.692,0.653,5,-5.715,1,0.0392,0.49,0.00707,0.455,0.901,148.018,audio_features,00s8dO3RWrFkBqC9JIy6ag,spotify:track:00s8dO3RWrFkBqC9JIy6ag,https://api.spotify.com/v1/tracks/00s8dO3RWrFkBqC9JIy6ag,https://api.spotify.com/v1/audio-analysis/00s8dO3RWrFkBqC9JIy6ag,4
Where Is My Mind?,236973,7,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,audio_features,6mcxQ1Y3uQRU0IHsvdNLH1,spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,https://api.spotify.com/v1/tracks/6mcxQ1Y3uQRU0IHsvdNLH1,https://api.spotify.com/v1/audio-analysis/6mcxQ1Y3uQRU0IHsvdNLH1,4
Running Up That Hill (A Deal With God) - 2018 Remaster,300840,1,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,audio_features,29d0nY7TzCoi22XBqDQkiP,spotify:track:29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/tracks/29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/audio-analysis/29d0nY7TzCoi22XBqDQkiP,4
Cloudbusting - 2018 Remaster,309973,5,0.712,0.281,1,-15.497,0,0.0332,0.638,3.66e-05,0.0797,0.807,112.787,audio_features,0cuMpt0w9ahbhJl0R2fbkY,spotify:track:0cuMpt0w9ahbhJl0R2fbkY,https://api.spotify.com/v1/tracks/0cuMpt0w9ahbhJl0R2fbkY,https://api.spotify.com/v1/audio-analysis/0cuMpt0w9ahbhJl0R2fbkY,4
This Woman's Work,214000,10,0.353,0.113,8,-18.752,1,0.0399,0.888,4.77e-05,0.121,0.169,128.304,audio_features,6FN08oB3MT2BxYIJoR1CZ5,spotify:track:6FN08oB3MT2BxYIJoR1CZ5,https://api.spotify.com/v1/tracks/6FN08oB3MT2BxYIJoR1CZ5,https://api.spotify.com/v1/audio-analysis/6FN08oB3MT2BxYIJoR1CZ5,4
Moving,181960,1,0.497,0.339,2,-13.513,0,0.0304,0.433,0.000689,0.246,0.196,126.651,audio_features,1PtXEYrahu8Vg2rhpJBoqt,spotify:track:1PtXEYrahu8Vg2rhpJBoqt,https://api.spotify.com/v1/tracks/1PtXEYrahu8Vg2rhpJBoqt,https://api.spotify.com/v1/audio-analysis/1PtXEYrahu8Vg2rhpJBoqt,4
Wuthering Heights,269067,6,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,audio_features,5YSI1311X8t31PBjkBG4CZ,spotify:track:5YSI1311X8t31PBjkBG4CZ,https://api.spotify.com/v1/tracks/5YSI1311X8t31PBjkBG4CZ,https://api.spotify.com/v1/audio-analysis/5YSI1311X8t31PBjkBG4CZ,4
Strange Phenomena,178693,3,0.356,0.274,9,-16.3,0,0.0367,0.344,0.321,0.266,0.354,81.535,audio_features,7FXFAvkVsZ85KzppbQzYs2,spotify:track:7FXFAvkVsZ85KzppbQzYs2,https://api.spotify.com/v1/tracks/7FXFAvkVsZ85KzppbQzYs2,https://api.spotify.com/v1/audio-analysis/7FXFAvkVsZ85KzppbQzYs2,4
Oh to Be in Love,198093,9,0.663,0.348,6,-13.911,1,0.0285,0.487,0.000406,0.163,0.468,93.961,audio_features,628RVPULYzx6bvh8uf0Msn,spotify:track:628RVPULYzx6bvh8uf0Msn,https://api.spotify.com/v1/tracks/628RVPULYzx6bvh8uf0Msn,https://api.spotify.com/v1/audio-analysis/628RVPULYzx6bvh8uf0Msn,4
Send Me An Angel,273333,11,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,audio_features,1bKQ48M9onID2kbSpRy8kK,spotify:track:1bKQ48M9onID2kbSpRy8kK,https://api.spotify.com/v1/tracks/1bKQ48M9onID2kbSpRy8kK,https://api.spotify.com/v1/audio-analysis/1bKQ48M9onID2kbSpRy8kK,3
Under The Same Sun,293733,4,0.377,0.84,2,-6.022,1,0.1,0.0128,2.71e-05,0.102,0.311,150.349,audio_features,0NHBt8bp6tloebOWV3U3fN,spotify:track:0NHBt8bp6tloebOWV3U3fN,https://api.spotify.com/v1/tracks/0NHBt8bp6tloebOWV3U3fN,https://api.spotify.com/v1/audio-analysis/0NHBt8bp6tloebOWV3U3fN,4
All I Want Is Everything,320194,4,0.341,0.666,9,-8.522,0,0.036,0.000382,1.36e-05,0.316,0.249,175.125,audio_features,1G8U2BzBtqFL4D6nyK73Vy,spotify:track:1G8U2BzBtqFL4D6nyK73Vy,https://api.spotify.com/v1/tracks/1G8U2BzBtqFL4D6nyK73Vy,https://api.spotify.com/v1/audio-analysis/1G8U2BzBtqFL4D6nyK73Vy,4
Telephone Line,280360,2,0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.205,70.856,audio_features,3SPcBPzvbmWLl8NU5efx4W,spotify:track:3SPcBPzvbmWLl8NU5efx4W,https://api.spotify.com/v1/tracks/3SPcBPzvbmWLl8NU5efx4W,https://api.spotify.com/v1/audio-analysis/3SPcBPzvbmWLl8NU5efx4W,4
Cars and Trains,351067,4,0.847,0.51,8,-6.956,1,0.042,0.0617,0.000117,0.0933,0.565,110.003,audio_features,4MBi4GO44Y7Gl3bINIgDS1,spotify:track:4MBi4GO44Y7Gl3bINIgDS1,https://api.spotify.com/v1/tracks/4MBi4GO44Y7Gl3bINIgDS1,https://api.spotify.com/v1/audio-analysis/4MBi4GO44Y7Gl3bINIgDS1,4
Round Here,355733,5,0.849,0.535,0,-7.524,1,0.042,0.215,7.3e-05,0.116,0.671,102.926,audio_features,0CXKSzlIQfmQI3I7oQj9kv,spotify:track:0CXKSzlIQfmQI3I7oQj9kv,https://api.spotify.com/v1/tracks/0CXKSzlIQfmQI3I7oQj9kv,https://api.spotify.com/v1/audio-analysis/0CXKSzlIQfmQI3I7oQj9kv,4
Dancing On The Ceiling,270720,1,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,audio_features,0snPJPxkk0MbTc0xeUvAPt,spotify:track:0snPJPxkk0MbTc0xeUvAPt,https://api.spotify.com/v1/tracks/0snPJPxkk0MbTc0xeUvAPt,https://api.spotify.com/v1/audio-analysis/0snPJPxkk0MbTc0xeUvAPt,4
She Works Hard For The Money,320840,1,0.758,0.638,8,-13.01,0,0.0378,0.00486,0.0141,0.0938,0.984,136.502,audio_features,3FlOciKDqFlTMPeC7t92Qy,spotify:track:3FlOciKDqFlTMPeC7t92Qy,https://api.spotify.com/v1/tracks/3FlOciKDqFlTMPeC7t92Qy,https://api.spotify.com/v1/audio-analysis/3FlOciKDqFlTMPeC7t92Qy,4
"Hot Stuff - 12"" Version",407053,4,0.796,0.892,0,-8.31,1,0.0333,0.00475,0.0187,0.0717,0.965,120.4,audio_features,2Vnw8zKmjhr1jczUeaqiQg,spotify:track:2Vnw8zKmjhr1jczUeaqiQg,https://api.spotify.com/v1/tracks/2Vnw8zKmjhr1jczUeaqiQg,https://api.spotify.com/v1/audio-analysis/2Vnw8zKmjhr1jczUeaqiQg,4
Last Dance - Single Version,199800,6,0.341,0.721,3,-10.311,1,0.0801,0.131,0.00029,0.216,0.237,126.351,audio_features,29RcVe2M9l8rHyWHffBmjf,spotify:track:29RcVe2M9l8rHyWHffBmjf,https://api.spotify.com/v1/tracks/29RcVe2M9l8rHyWHffBmjf,https://api.spotify.com/v1/audio-analysis/29RcVe2M9l8rHyWHffBmjf,4
Bad Girls,295107,2,0.857,0.7,2,-14.506,0,0.0358,0.00387,0.0164,0.411,0.973,120.529,audio_features,1ibRqifchaAfeNdQGpbRVW,spotify:track:1ibRqifchaAfeNdQGpbRVW,https://api.spotify.com/v1/tracks/1ibRqifchaAfeNdQGpbRVW,https://api.spotify.com/v1/audio-analysis/1ibRqifchaAfeNdQGpbRVW,4
Long Way Down,208507,1,0.326,0.926,11,-6.033,0,0.104,0.00105,0.0,0.15,0.462,168.49,audio_features,1J307YEKcn9pH7QT5fXTLt,spotify:track:1J307YEKcn9pH7QT5fXTLt,https://api.spotify.com/v1/tracks/1J307YEKcn9pH7QT5fXTLt,https://api.spotify.com/v1/audio-analysis/1J307YEKcn9pH7QT5fXTLt,4
Here Is Gone,238333,3,0.351,0.74,1,-3.432,1,0.0318,0.000502,0.00144,0.107,0.218,102.124,audio_features,7p1PhtGLjq0ISncRXBHqXY,spotify:track:7p1PhtGLjq0ISncRXBHqXY,https://api.spotify.com/v1/tracks/7p1PhtGLjq0ISncRXBHqXY,https://api.spotify.com/v1/audio-analysis/7p1PhtGLjq0ISncRXBHqXY,4
Name,270000,6,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,audio_features,1G8jae4jD8mwkXdodqHsBM,spotify:track:1G8jae4jD8mwkXdodqHsBM,https://api.spotify.com/v1/tracks/1G8jae4jD8mwkXdodqHsBM,https://api.spotify.com/v1/audio-analysis/1G8jae4jD8mwkXdodqHsBM,4
Slide,213200,4,0.371,0.845,8,-4.199,1,0.0399,0.00753,0.0,0.0556,0.471,112.198,audio_features,0eG5CqXwJpa5MBjYyg1lRm,spotify:track:0eG5CqXwJpa5MBjYyg1lRm,https://api.spotify.com/v1/tracks/0eG5CqXwJpa5MBjYyg1lRm,https://api.spotify.com/v1/audio-analysis/0eG5CqXwJpa5MBjYyg1lRm,4
Black Balloon,250067,12,0.328,0.691,1,-6.154,1,0.0294,0.0674,3.36e-05,0.247,0.298,104.242,audio_features,3kI8fSpOQmL5ax63lBOuH3,spotify:track:3kI8fSpOQmL5ax63lBOuH3,https://api.spotify.com/v1/tracks/3kI8fSpOQmL5ax63lBOuH3,https://api.spotify.com/v1/audio-analysis/3kI8fSpOQmL5ax63lBOuH3,4
Iris,289907,14,0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,audio_features,6vrUTGn5p8IrfTZ0J6sIVM,spotify:track:6vrUTGn5p8IrfTZ0J6sIVM,https://api.spotify.com/v1/tracks/6vrUTGn5p8IrfTZ0J6sIVM,https://api.spotify.com/v1/audio-analysis/6vrUTGn5p8IrfTZ0J6sIVM,3
Hard To Handle,188067,6,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,audio_features,05NYcsjJwOYq4jIiKPVj9p,spotify:track:05NYcsjJwOYq4jIiKPVj9p,https://api.spotify.com/v1/tracks/05NYcsjJwOYq4jIiKPVj9p,https://api.spotify.com/v1/audio-analysis/05NYcsjJwOYq4jIiKPVj9p,4
Spirits In The Material World,179067,1,0.833,0.663,9,-7.859,0,0.058,0.273,0.016,0.0327,0.859,141.551,audio_features,4frelkLhC4ATqJH9VGJztu,spotify:track:4frelkLhC4ATqJH9VGJztu,https://api.spotify.com/v1/tracks/4frelkLhC4ATqJH9VGJztu,https://api.spotify.com/v1/audio-analysis/4frelkLhC4ATqJH9VGJztu,4
Do That To Me One More Time,256667,5,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,audio_features,0m4jVVZrsv0bLkAr1uM6UG,spotify:track:0m4jVVZrsv0bLkAr1uM6UG,https://api.spotify.com/v1/tracks/0m4jVVZrsv0bLkAr1uM6UG,https://api.spotify.com/v1/audio-analysis/0m4jVVZrsv0bLkAr1uM6UG,4
I Ran,219907,96,0.537,0.815,2,-6.208,1,0.0348,0.000418,0.807,0.194,0.691,145.424,audio_features,10zlwR7kvVbD9OBkeZWr3L,spotify:track:10zlwR7kvVbD9OBkeZWr3L,https://api.spotify.com/v1/tracks/10zlwR7kvVbD9OBkeZWr3L,https://api.spotify.com/v1/audio-analysis/10zlwR7kvVbD9OBkeZWr3L,4
Suicide Blonde,232010,1,0.644,0.97,2,-3.166,1,0.111,0.00274,0.000234,0.295,0.634,120.328,audio_features,3DPyS3odFIWQ3E2IFqHEdG,spotify:track:3DPyS3odFIWQ3E2IFqHEdG,https://api.spotify.com/v1/tracks/3DPyS3odFIWQ3E2IFqHEdG,https://api.spotify.com/v1/audio-analysis/3DPyS3odFIWQ3E2IFqHEdG,4
Big Gun,259413,17,0.569,0.901,9,-5.197,1,0.0544,0.00555,0.26,0.16,0.839,133.194,audio_features,7zjzu90Q4mtNNaE9Ol9Zbv,spotify:track:7zjzu90Q4mtNNaE9Ol9Zbv,https://api.spotify.com/v1/tracks/7zjzu90Q4mtNNaE9Ol9Zbv,https://api.spotify.com/v1/audio-analysis/7zjzu90Q4mtNNaE9Ol9Zbv,4
Stranger in Moscow,343960,3,0.802,0.468,1,-8.629,1,0.0378,0.248,0.000601,0.32,0.586,129.937,audio_features,64KrFHj9p5AyCX2yZQr4YJ,spotify:track:64KrFHj9p5AyCX2yZQr4YJ,https://api.spotify.com/v1/tracks/64KrFHj9p5AyCX2yZQr4YJ,https://api.spotify.com/v1/audio-analysis/64KrFHj9p5AyCX2yZQr4YJ,4
"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",249240,9,0.463,0.4,6,-9.999,0,0.0308,0.643,2.46e-05,0.131,0.121,77.314,audio_features,7B3UAPLYAbwXVgbHSKEaTw,spotify:track:7B3UAPLYAbwXVgbHSKEaTw,https://api.spotify.com/v1/tracks/7B3UAPLYAbwXVgbHSKEaTw,https://api.spotify.com/v1/audio-analysis/7B3UAPLYAbwXVgbHSKEaTw,4
Love I Never Had It So Good,315040,3,0.685,0.828,10,-8.343,1,0.0392,0.216,0.00167,0.0536,0.745,106.765,audio_features,1ehDv0Kde0pB1yIUfZBQPe,spotify:track:1ehDv0Kde0pB1yIUfZBQPe,https://api.spotify.com/v1/tracks/1ehDv0Kde0pB1yIUfZBQPe,https://api.spotify.com/v1/audio-analysis/1ehDv0Kde0pB1yIUfZBQPe,4
Just Once,273333,3,0.543,0.241,0,-17.245,1,0.0404,0.733,0.0,0.0944,0.326,71.878,audio_features,62YP3NEB4FVPJ90XcgJQKS,spotify:track:62YP3NEB4FVPJ90XcgJQKS,https://api.spotify.com/v1/tracks/62YP3NEB4FVPJ90XcgJQKS,https://api.spotify.com/v1/audio-analysis/62YP3NEB4FVPJ90XcgJQKS,4
Ai No Corrida,386360,1,0.798,0.748,11,-12.163,0,0.036,0.0555,0.105,0.0615,0.896,122.429,audio_features,0SzAKZYTUvDLqlPgllEb3N,spotify:track:0SzAKZYTUvDLqlPgllEb3N,https://api.spotify.com/v1/tracks/0SzAKZYTUvDLqlPgllEb3N,https://api.spotify.com/v1/audio-analysis/0SzAKZYTUvDLqlPgllEb3N,4
The Secret Garden (Sweet Seduction Suite),397987,2,0.596,0.324,10,-13.817,0,0.0343,0.892,9.7e-05,0.184,0.355,127.956,audio_features,06EJXsMGuxmLZvJaZE0U1d,spotify:track:06EJXsMGuxmLZvJaZE0U1d,https://api.spotify.com/v1/tracks/06EJXsMGuxmLZvJaZE0U1d,https://api.spotify.com/v1/audio-analysis/06EJXsMGuxmLZvJaZE0U1d,4
One Hundred Ways,259040,7,0.626,0.25,3,-17.499,1,0.0503,0.817,4.33e-05,0.0668,0.345,90.103,audio_features,0Yp603BgzIKDDcSUBrYYba,spotify:track:0Yp603BgzIKDDcSUBrYYba,https://api.spotify.com/v1/tracks/0Yp603BgzIKDDcSUBrYYba,https://api.spotify.com/v1/audio-analysis/0Yp603BgzIKDDcSUBrYYba,4
Slow Jams,450600,13,0.616,0.553,7,-9.269,0,0.0642,0.551,5.34e-06,0.112,0.488,138.145,audio_features,6CtrSJaPZxcGn991fLgxJF,spotify:track:6CtrSJaPZxcGn991fLgxJF,https://api.spotify.com/v1/tracks/6CtrSJaPZxcGn991fLgxJF,https://api.spotify.com/v1/audio-analysis/6CtrSJaPZxcGn991fLgxJF,4
You Put A Move On My Heart,373267,4,0.47,0.501,5,-7.002,1,0.0277,0.653,0.000126,0.109,0.212,149.784,audio_features,1RjCsqiatsrQwQvqjecr30,spotify:track:1RjCsqiatsrQwQvqjecr30,https://api.spotify.com/v1/tracks/1RjCsqiatsrQwQvqjecr30,https://api.spotify.com/v1/audio-analysis/1RjCsqiatsrQwQvqjecr30,3
抱きしめたいのはあなただけ,283160,1,0.643,0.637,5,-9.31,1,0.0239,0.48,0.000278,0.329,0.512,97.347,audio_features,2NbJDMFPaamel7MsElXPMJ,spotify:track:2NbJDMFPaamel7MsElXPMJ,https://api.spotify.com/v1/tracks/2NbJDMFPaamel7MsElXPMJ,https://api.spotify.com/v1/audio-analysis/2NbJDMFPaamel7MsElXPMJ,4
淋しさならひとつ,274276,1,0.396,0.632,9,-6.268,1,0.0296,0.0782,0.0,0.125,0.578,85.146,audio_features,3jBF7aIbNvOjDwMv8sDZHX,spotify:track:3jBF7aIbNvOjDwMv8sDZHX,https://api.spotify.com/v1/tracks/3jBF7aIbNvOjDwMv8sDZHX,https://api.spotify.com/v1/audio-analysis/3jBF7aIbNvOjDwMv8sDZHX,4
Always Somewhere,297733,3,0.511,0.371,0,-12.074,1,0.0298,0.0783,0.000864,0.112,0.185,113.998,audio_features,6Ok4D4w117mSi9OP8tmrpg,spotify:track:6Ok4D4w117mSi9OP8tmrpg,https://api.spotify.com/v1/tracks/6Ok4D4w117mSi9OP8tmrpg,https://api.spotify.com/v1/audio-analysis/6Ok4D4w117mSi9OP8tmrpg,4
I Can't Make You Love Me,332960,3,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,audio_features,69uJi5QsBtqlYkGURTBli8,spotify:track:69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/tracks/69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/audio-analysis/69uJi5QsBtqlYkGURTBli8,4
A Case of You,210373,6,0.693,0.302,2,-11.084,1,0.0296,0.822,0.00755,0.111,0.313,78.453,audio_features,7bBk7t8uxtYm6UXjlUm2zN,spotify:track:7bBk7t8uxtYm6UXjlUm2zN,https://api.spotify.com/v1/tracks/7bBk7t8uxtYm6UXjlUm2zN,https://api.spotify.com/v1/audio-analysis/7bBk7t8uxtYm6UXjlUm2zN,4
Solsbury Hill,261440,2,0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,audio_features,1CM1wOqD2AIjt2MWd31LV2,spotify:track:1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/tracks/1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/audio-analysis/1CM1wOqD2AIjt2MWd31LV2,1
Street Life,256613,3,0.658,0.756,10,-8.751,0,0.0456,0.0904,0.00747,0.188,0.811,107.415,audio_features,4CWUGKyUi4aJOq7tF6HAIF,spotify:track:4CWUGKyUi4aJOq7tF6HAIF,https://api.spotify.com/v1/tracks/4CWUGKyUi4aJOq7tF6HAIF,https://api.spotify.com/v1/audio-analysis/4CWUGKyUi4aJOq7tF6HAIF,4
